ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-01-11,28.392097117885456,25.820061654765635,32.758329981159626,28.392097117885456,28.392097117885456,0.92197010302417,0.92197010302417,0.92197010302417,0.17181925826115896,0.17181925826115896,0.17181925826115896,0.7501508447630111,0.7501508447630111,0.7501508447630111,0.0,0.0,0.0,29.314067220909624
2018-01-12,28.47319584439373,26.255977294289593,32.59642597228131,28.47319584439373,28.47319584439373,0.8429488058454374,0.8429488058454374,0.8429488058454374,0.16094493199362805,0.16094493199362805,0.16094493199362805,0.6820038738518094,0.6820038738518094,0.6820038738518094,0.0,0.0,0.0,29.316144650239167
2018-01-13,28.554294570902005,26.16862523533199,32.683703203672486,28.554294570902005,28.554294570902005,0.5533383072897756,0.5533383072897756,0.5533383072897756,-0.06746725416108013,-0.06746725416108013,-0.06746725416108013,0.6208055614508557,0.6208055614508557,0.6208055614508557,0.0,0.0,0.0,29.10763287819178
2018-01-14,28.63539329741028,26.104396579176836,32.5320882217224,28.63539329741028,28.63539329741028,0.6131697991708273,0.6131697991708273,0.6131697991708273,0.04745421134979549,0.04745421134979549,0.04745421134979549,0.5657155878210318,0.5657155878210318,0.5657155878210318,0.0,0.0,0.0,29.248563096581105
2018-01-15,28.716492023918548,25.883533699555105,32.319782519414765,28.716492023918548,28.716492023918548,0.3153512084410921,0.3153512084410921,0.3153512084410921,-0.20046314737352988,-0.20046314737352988,-0.20046314737352988,0.515814355814622,0.515814355814622,0.515814355814622,0.0,0.0,0.0,29.03184323235964
2018-01-16,28.797590750426828,25.95633309747926,32.53471708706892,28.797590750426828,28.797590750426828,0.34694726572025514,0.34694726572025514,0.34694726572025514,-0.1231834440721402,-0.1231834440721402,-0.1231834440721402,0.47013070979239535,0.47013070979239535,0.47013070979239535,0.0,0.0,0.0,29.144538016147084
2018-01-17,28.878689476935097,26.211167680939056,32.64420613132795,28.878689476935097,28.878689476935097,0.4385657916531782,0.4385657916531782,0.4385657916531782,0.010895444001499435,0.010895444001499435,0.010895444001499435,0.4276703476516788,0.4276703476516788,0.4276703476516788,0.0,0.0,0.0,29.317255268588276
2018-01-18,28.95978820344337,26.20286400426743,32.829736767170324,28.95978820344337,28.95978820344337,0.5592634340468773,0.5592634340468773,0.5592634340468773,0.1718192582615367,0.1718192582615367,0.1718192582615367,0.3874441757853406,0.3874441757853406,0.3874441757853406,0.0,0.0,0.0,29.519051637490247
2018-01-19,29.040886929951647,26.190565615590693,32.89410212117328,29.040886929951647,29.040886929951647,0.5094407951547233,0.5094407951547233,0.5094407951547233,0.16094493199434443,0.16094493199434443,0.16094493199434443,0.3484958631603789,0.3484958631603789,0.3484958631603789,0.0,0.0,0.0,29.55032772510637
2018-01-20,29.12198565645992,26.014560118360297,32.61245174528168,29.12198565645992,29.12198565645992,0.24246062254511655,0.24246062254511655,0.24246062254511655,-0.06746725416140113,-0.06746725416140113,-0.06746725416140113,0.30992787670651767,0.30992787670651767,0.30992787670651767,0.0,0.0,0.0,29.364446279005037
2018-01-21,29.203084382968193,26.19335593015144,32.58591951519853,29.203084382968193,29.203084382968193,0.3183795364972806,0.3183795364972806,0.3183795364972806,0.047454211349751904,0.047454211349751904,0.047454211349751904,0.2709253251475287,0.2709253251475287,0.2709253251475287,0.0,0.0,0.0,29.521463919465475
2018-01-22,29.28418310947647,26.087971882893147,32.58211450053812,29.28418310947647,29.28418310947647,0.03031385368692216,0.03031385368692216,0.03031385368692216,-0.20046314737355958,-0.20046314737355958,-0.20046314737355958,0.23077700106048174,0.23077700106048174,0.23077700106048174,0.0,0.0,0.0,29.314496963163393
2018-01-23,29.365281835984742,26.04111699503379,32.79655418173135,29.365281835984742,29.365281835984742,0.06570964554366122,0.06570964554366122,0.06570964554366122,-0.12318344407190164,-0.12318344407190164,-0.12318344407190164,0.18889308961556286,0.18889308961556286,0.18889308961556286,0.0,0.0,0.0,29.430991481528405
2018-01-24,29.44638056249302,26.16150439573954,32.91946460516155,29.44638056249302,29.44638056249302,0.1557145490155109,0.1557145490155109,0.1557145490155109,0.010895444000748874,0.010895444000748874,0.010895444000748874,0.14481910501476203,0.14481910501476203,0.14481910501476203,0.0,0.0,0.0,29.60209511150853
2018-01-25,29.527479289001292,26.311299826417464,33.050889659640866,29.527479289001292,29.527479289001292,0.27006497785419237,0.27006497785419237,0.27006497785419237,0.17181925826143776,0.17181925826143776,0.17181925826143776,0.09824571959275463,0.09824571959275463,0.09824571959275463,0.0,0.0,0.0,29.797544266855486
2018-01-26,29.608578015509565,26.25651029877489,33.14325158508333,29.608578015509565,29.608578015509565,0.20995919506683997,0.20995919506683997,0.20995919506683997,0.160944931994197,0.160944931994197,0.160944931994197,0.04901426307264298,0.04901426307264298,0.04901426307264298,0.0,0.0,0.0,29.818537210576405
2018-01-27,29.68967674201784,26.449467364442125,32.758863007530366,29.68967674201784,29.68967674201784,-0.07034946662840684,-0.07034946662840684,-0.07034946662840684,-0.06746725416126019,-0.06746725416126019,-0.06746725416126019,-0.0028822124671466468,-0.0028822124671466468,-0.0028822124671466468,0.0,0.0,0.0,29.619327275389434
2018-01-28,29.770775468526114,26.481476836075597,33.284453202653225,29.770775468526114,29.770775468526114,-0.009848074588405037,-0.009848074588405037,-0.009848074588405037,0.04745421134970835,0.04745421134970835,0.04745421134970835,-0.05730228593811339,-0.05730228593811339,-0.05730228593811339,0.0,0.0,0.0,29.76092739393771
2018-01-29,29.85187419503439,26.174010208604635,33.0172333038577,29.85187419503439,29.85187419503439,-0.3144269507849027,-0.3144269507849027,-0.3144269507849027,-0.2004631473736042,-0.2004631473736042,-0.2004631473736042,-0.11396380341129847,-0.11396380341129847,-0.11396380341129847,0.0,0.0,0.0,29.53744724424949
2018-01-30,29.932972921542664,26.13806087613565,32.831465241691504,29.932972921542664,29.932972921542664,-0.2956389902909369,-0.2956389902909369,-0.2956389902909369,-0.12318344407194162,-0.12318344407194162,-0.12318344407194162,-0.17245554621899523,-0.17245554621899523,-0.17245554621899523,0.0,0.0,0.0,29.637333931251728
2018-01-31,30.014071648050937,26.47821938861784,33.021820374144355,30.014071648050937,30.014071648050937,-0.22135712793211482,-0.22135712793211482,-0.22135712793211482,0.010895444001613162,0.010895444001613162,0.010895444001613162,-0.23225257193372797,-0.23225257193372797,-0.23225257193372797,0.0,0.0,0.0,29.79271452011882
2018-02-01,30.095170374559213,26.801223782147108,33.34451141868021,30.095170374559213,30.095170374559213,-0.12091551286946187,-0.12091551286946187,-0.12091551286946187,0.1718192582613388,0.1718192582613388,0.1718192582613388,-0.29273477113080065,-0.29273477113080065,-0.29273477113080065,0.0,0.0,0.0,29.97425486168975
2018-02-02,30.176269101067486,26.725477030258208,33.4470759852336,30.176269101067486,30.176269101067486,-0.19226316558161005,-0.19226316558161005,-0.19226316558161005,0.16094493199462107,0.16094493199462107,0.16094493199462107,-0.3532080975762311,-0.3532080975762311,-0.3532080975762311,0.0,0.0,0.0,29.984005935485875
2018-02-03,30.25736782757576,26.55661595562088,33.02765834403202,30.25736782757576,30.25736782757576,-0.4803951134099081,-0.4803951134099081,-0.4803951134099081,-0.06746725416101612,-0.06746725416101612,-0.06746725416101612,-0.41292785924889197,-0.41292785924889197,-0.41292785924889197,0.0,0.0,0.0,29.77697271416585
2018-02-04,30.338466554084036,26.454083011059573,32.925570357028974,30.338466554084036,30.338466554084036,-0.4236691929372683,-0.4236691929372683,-0.4236691929372683,0.04745421134979062,0.04745421134979062,0.04745421134979062,-0.4711234042870589,-0.4711234042870589,-0.4711234042870589,0.0,0.0,0.0,29.914797361146768
2018-02-05,30.41956528059231,26.28257491717579,33.056357791270806,30.41956528059231,30.41956528059231,-0.7274866483115026,-0.7274866483115026,-0.7274866483115026,-0.2004631473736339,-0.2004631473736339,-0.2004631473736339,-0.5270235009378686,-0.5270235009378686,-0.5270235009378686,0.0,0.0,0.0,29.692078632280808
2018-02-06,30.50066400710058,26.577628889002877,33.39650896394193,30.50066400710058,30.50066400710058,-0.7030651388560275,-0.7030651388560275,-0.7030651388560275,-0.12318344407153017,-0.12318344407153017,-0.12318344407153017,-0.5798816947844974,-0.5798816947844974,-0.5798816947844974,0.0,0.0,0.0,29.797598868244553
2018-02-07,30.58176273360886,26.625612140617918,33.18269373865623,30.58176273360886,30.58176273360886,-0.6181054863069154,-0.6181054863069154,-0.6181054863069154,0.010895444001369017,0.010895444001369017,0.010895444001369017,-0.6290009303082844,-0.6290009303082844,-0.6290009303082844,0.0,0.0,0.0,29.963657247301942
2018-02-08,30.662861460117128,26.49796084198331,33.35170539384104,30.662861460117128,30.662861460117128,-0.5019374887949795,-0.5019374887949795,-0.5019374887949795,0.17181925826123984,0.17181925826123984,0.17181925826123984,-0.6737567470562192,-0.6737567470562192,-0.6737567470562192,0.0,0.0,0.0,30.16092397132215
2018-02-09,30.743960186625408,26.903395521058393,33.604958380087595,30.743960186625408,30.743960186625408,-0.5526734706309008,-0.5526734706309008,-0.5526734706309008,0.16094493199447363,0.16094493199447363,0.16094493199447363,-0.7136184026253745,-0.7136184026253745,-0.7136184026253745,0.0,0.0,0.0,30.191286715994508
2018-02-10,30.825058913133677,26.8578111237914,33.390812273927374,30.825058913133677,30.825058913133677,-0.8156345883290499,-0.8156345883290499,-0.8156345883290499,-0.06746725416110615,-0.06746725416110615,-0.06746725416110615,-0.7481673341679438,-0.7481673341679438,-0.7481673341679438,0.0,0.0,0.0,30.009424324804627
2018-02-11,30.90615763964195,27.11500999676399,33.54743187470195,30.90615763964195,30.90615763964195,-0.7296582341102756,-0.7296582341102756,-0.7296582341102756,0.047454211349731365,0.047454211349731365,0.047454211349731365,-0.7771124454600069,-0.7771124454600069,-0.7771124454600069,0.0,0.0,0.0,30.176499405531676
2018-02-12,30.987256366150227,26.83309089957412,33.210861578225206,30.987256366150227,30.987256366150227,-1.0007649430662444,-1.0007649430662444,-1.0007649430662444,-0.20046314737316012,-0.20046314737316012,-0.20046314737316012,-0.8003017956930844,-0.8003017956930844,-0.8003017956930844,0.0,0.0,0.0,29.986491423083983
2018-02-13,31.0683550926585,26.89291535783583,33.71344813448797,31.0683550926585,31.0683550926585,-0.9409138105983461,-0.9409138105983461,-0.9409138105983461,-0.12318344407202159,-0.12318344407202159,-0.12318344407202159,-0.8177303665263245,-0.8177303665263245,-0.8177303665263245,0.0,0.0,0.0,30.127441282060154
2018-02-14,31.149453819166776,27.06464781076551,33.6838252052419,31.149453819166776,31.149453819166776,-0.818648248835644,-0.818648248835644,-0.818648248835644,0.010895444000618433,0.010895444000618433,0.010895444000618433,-0.8295436928362625,-0.8295436928362625,-0.8295436928362625,0.0,0.0,0.0,30.330805570331133
2018-02-15,31.23055254567505,27.301431872341873,34.200882611115695,31.23055254567505,31.23055254567505,-0.6642179987272268,-0.6642179987272268,-0.6642179987272268,0.1718192582616176,0.1718192582616176,0.1718192582616176,-0.8360372569888443,-0.8360372569888443,-0.8360372569888443,0.0,0.0,0.0,30.56633454694782
2018-02-16,31.311651272183322,27.206078292229975,33.95895935490845,31.311651272183322,31.311651272183322,-0.6767067312139382,-0.6767067312139382,-0.6767067312139382,0.1609449319944658,0.1609449319944658,0.1609449319944658,-0.8376516632084041,-0.8376516632084041,-0.8376516632084041,0.0,0.0,0.0,30.634944540969386
2018-02-17,31.3927499986916,26.96151162364183,33.71304450024003,31.3927499986916,31.3927499986916,-0.9024309786797955,-0.9024309786797955,-0.9024309786797955,-0.06746725416096522,-0.06746725416096522,-0.06746725416096522,-0.8349637245188303,-0.8349637245188303,-0.8349637245188303,0.0,0.0,0.0,30.490319020011803
2018-02-18,31.473848725199872,27.30219286634341,33.90741312445873,31.473848725199872,31.473848725199872,-0.7812194952697362,-0.7812194952697362,-0.7812194952697362,0.047454211349703464,0.047454211349703464,0.047454211349703464,-0.8286737066194396,-0.8286737066194396,-0.8286737066194396,0.0,0.0,0.0,30.692629229930137
2018-02-19,31.554947451708145,27.372487711546057,33.82063610995057,31.554947451708145,31.554947451708145,-1.0200522252561393,-1.0200522252561393,-1.0200522252561393,-0.20046314737294552,-0.20046314737294552,-0.20046314737294552,-0.8195890778831937,-0.8195890778831937,-0.8195890778831937,0.0,0.0,0.0,30.534895226452004
2018-02-20,31.63604617821642,27.30872312560145,34.05993342500712,31.63604617821642,31.63604617821642,-0.9317886536527156,-0.9317886536527156,-0.9317886536527156,-0.123183444071783,-0.123183444071783,-0.123183444071783,-0.8086052095809326,-0.8086052095809326,-0.8086052095809326,0.0,0.0,0.0,30.704257524563705
2018-02-21,31.717144904724694,27.345862426441542,34.169573886618885,31.717144904724694,31.717144904724694,-0.7857881088839667,-0.7857881088839667,-0.7857881088839667,0.010895444000928511,0.010895444000928511,0.010895444000928511,-0.7966835528848953,-0.7966835528848953,-0.7966835528848953,0.0,0.0,0.0,30.931356795840728
2018-02-22,31.798243631232967,27.653966281430954,34.4716203616026,31.798243631232967,31.798243631232967,-0.6130086287050263,-0.6130086287050263,-0.6130086287050263,0.17181925826097139,0.17181925826097139,0.17181925826097139,-0.7848278869659976,-0.7848278869659976,-0.7848278869659976,0.0,0.0,0.0,31.185235002527943
2018-02-23,31.879342357741244,27.79133834322248,34.45143234165737,31.879342357741244,31.879342357741244,-0.6131143517840304,-0.6131143517840304,-0.6131143517840304,0.16094493199445795,0.16094493199445795,0.16094493199445795,-0.7740592837784883,-0.7740592837784883,-0.7740592837784883,0.0,0.0,0.0,31.266228005957213
2018-02-24,31.960441084249517,27.611902011157973,34.37846103609057,31.960441084249517,31.960441084249517,-0.8328577227423377,-0.8328577227423377,-0.8328577227423377,-0.06746725416128621,-0.06746725416128621,-0.06746725416128621,-0.7653904685810514,-0.7653904685810514,-0.7653904685810514,0.0,0.0,0.0,31.127583361507178
2018-02-25,32.04153981075779,27.798518133960084,34.732523336388184,32.04153981075779,32.04153981075779,-0.7123460586667248,-0.7123460586667248,-0.7123460586667248,0.04745421134978575,0.04745421134978575,0.04745421134978575,-0.7598002700165105,-0.7598002700165105,-0.7598002700165105,0.0,0.0,0.0,31.329193752091065
2018-02-26,32.12263853726606,27.702885572483677,34.57513231881671,32.12263853726606,32.12263853726606,-0.9586719967229478,-0.9586719967229478,-0.9586719967229478,-0.20046314737323445,-0.20046314737323445,-0.20046314737323445,-0.7582088493497133,-0.7582088493497133,-0.7582088493497133,0.0,0.0,0.0,31.163966540543115
2018-02-27,32.203737263774336,27.80856241663501,34.31720770937568,32.203737263774336,32.203737263774336,-0.8846378194911746,-0.8846378194911746,-0.8846378194911746,-0.12318344407182302,-0.12318344407182302,-0.12318344407182302,-0.7614543754193518,-0.7614543754193518,-0.7614543754193518,0.0,0.0,0.0,31.31909944428316
2018-02-28,32.284835990282616,27.99452181641628,34.72255475291984,32.284835990282616,32.284835990282616,-0.7593763267183579,-0.7593763267183579,-0.7593763267183579,0.010895444000684327,0.010895444000684327,0.010895444000684327,-0.7702717707190423,-0.7702717707190423,-0.7702717707190423,0.0,0.0,0.0,31.52545966356426
2018-03-01,32.36593471855815,28.234026053931053,35.18328576152994,32.36593471855815,32.36593471855815,-0.6134548377185132,-0.6134548377185132,-0.6134548377185132,0.17181925826134914,0.17181925826134914,0.17181925826134914,-0.7852740959798622,-0.7852740959798622,-0.7852740959798622,0.0,0.0,0.0,31.752479880839637
2018-03-02,32.44703344683369,28.427697869570014,35.145653775456715,32.44703344683369,32.44703344683369,-0.6459921353549931,-0.6459921353549931,-0.6459921353549931,0.16094493199474244,0.16094493199474244,0.16094493199474244,-0.8069370673497356,-0.8069370673497356,-0.8069370673497356,0.0,0.0,0.0,31.8010413114787
2018-03-03,32.52813217510923,28.26595110834429,34.80084312841785,32.52813217510923,32.52813217510923,-0.9030543679886629,-0.9030543679886629,-0.9030543679886629,-0.06746725416104216,-0.06746725416104216,-0.06746725416104216,-0.8355871138276207,-0.8355871138276207,-0.8355871138276207,0.0,0.0,0.0,31.625077807120565
2018-03-04,32.60923090338477,28.371460828112742,35.1584703620076,32.60923090338477,32.60923090338477,-0.8239390740958865,-0.8239390740958865,-0.8239390740958865,0.04745421134974216,0.04745421134974216,0.04745421134974216,-0.8713932854456286,-0.8713932854456286,-0.8713932854456286,0.0,0.0,0.0,31.785291829288884
2018-03-05,32.69032963166031,28.10980274344292,34.90222329932178,32.69032963166031,32.69032963166031,-1.114826364878863,-1.114826364878863,-1.114826364878863,-0.20046314737326418,-0.20046314737326418,-0.20046314737326418,-0.9143632175055988,-0.9143632175055988,-0.9143632175055988,0.0,0.0,0.0,31.57550326678145
2018-03-06,32.771428359935854,28.663338719568895,35.36708355829769,32.771428359935854,32.771428359935854,-1.0875266899686367,-1.0875266899686367,-1.0875266899686367,-0.12318344407186302,-0.12318344407186302,-0.12318344407186302,-0.9643432458967738,-0.9643432458967738,-0.9643432458967738,0.0,0.0,0.0,31.683901669967216
2018-03-07,32.85252708821139,28.50593923957417,35.24620650140438,32.85252708821139,32.85252708821139,-1.0101272121866938,-1.0101272121866938,-1.0101272121866938,0.010895444001548639,0.010895444001548639,0.010895444001548639,-1.0210226561882425,-1.0210226561882425,-1.0210226561882425,0.0,0.0,0.0,31.842399876024693
2018-03-08,32.93362581648693,28.616760425523648,35.25064656052701,32.93362581648693,32.93362581648693,-0.912122679636259,-0.912122679636259,-0.912122679636259,0.17181925826063235,0.17181925826063235,0.17181925826063235,-1.0839419378968913,-1.0839419378968913,-1.0839419378968913,0.0,0.0,0.0,32.02150313685067
2018-03-09,33.014724544762466,28.8609283925201,35.23119995612273,33.014724544762466,33.014724544762466,-0.9915598761242055,-0.9915598761242055,-0.9915598761242055,0.16094493199430274,0.16094493199430274,0.16094493199430274,-1.152504808118508,-1.152504808118508,-1.152504808118508,0.0,0.0,0.0,32.02316466863826
2018-03-10,33.09582327303801,28.41255635641609,35.15112138956592,33.09582327303801,33.09582327303801,-1.2934609226518483,-1.2934609226518483,-1.2934609226518483,-0.06746725416113218,-0.06746725416113218,-0.06746725416113218,-1.2259936684907162,-1.2259936684907162,-1.2259936684907162,0.0,0.0,0.0,31.802362350386158
2018-03-11,33.17692200131354,28.629851810040947,35.40206962114253,33.17692200131354,33.17692200131354,-1.2561338575962049,-1.2561338575962049,-1.2561338575962049,0.04745421134980874,0.04745421134980874,0.04745421134980874,-1.3035880689460138,-1.3035880689460138,-1.3035880689460138,0.0,0.0,0.0,31.92078814371734
2018-03-12,33.258020729589084,28.179130289857092,34.771768140556674,33.258020729589084,33.258020729589084,-1.5848488206934914,-1.5848488206934914,-1.5848488206934914,-0.20046314737355306,-0.20046314737355306,-0.20046314737355306,-1.3843856733199384,-1.3843856733199384,-1.3843856733199384,0.0,0.0,0.0,31.673171908895593
2018-03-13,33.339119457864626,28.47964793797145,34.851432238655214,33.339119457864626,33.339119457864626,-1.5906086017656207,-1.5906086017656207,-1.5906086017656207,-0.12318344407207586,-0.12318344407207586,-0.12318344407207586,-1.4674251576935449,-1.4674251576935449,-1.4674251576935449,0.0,0.0,0.0,31.748510856099006
2018-03-14,33.42021818614017,28.759609065323367,35.26234427309376,33.42021818614017,33.42021818614017,-1.5408149800310367,-1.5408149800310367,-1.5408149800310367,0.01089544400079805,0.01089544400079805,0.01089544400079805,-1.5517104240318345,-1.5517104240318345,-1.5517104240318345,0.0,0.0,0.0,31.87940320610913
2018-03-15,33.5013169144157,28.87762787234097,35.29139803885721,33.5013169144157,33.5013169144157,-1.4644162222027877,-1.4644162222027877,-1.4644162222027877,0.17181925826108063,0.17181925826108063,0.17181925826108063,-1.6362354804638686,-1.6362354804638686,-1.6362354804638686,0.0,0.0,0.0,32.03690069221292
2018-03-16,33.58241564269124,28.597025027427097,35.581169100180986,33.58241564269124,33.58241564269124,-1.5590643941694842,-1.5590643941694842,-1.5590643941694842,0.16094493199429488,0.16094493199429488,0.16094493199429488,-1.7200093261637792,-1.7200093261637792,-1.7200093261637792,0.0,0.0,0.0,32.023351248521756
2018-03-17,33.66351437096678,28.568936348459694,35.28897678873879,33.66351437096678,33.66351437096678,-1.8695474376621877,-1.8695474376621877,-1.8695474376621877,-0.06746725416122219,-0.06746725416122219,-0.06746725416122219,-1.8020801835009652,-1.8020801835009652,-1.8020801835009652,0.0,0.0,0.0,31.793966933304592
2018-03-18,33.74461309924232,28.6766401227901,35.28371643873252,33.74461309924232,33.74461309924232,-1.8341042313189746,-1.8341042313189746,-1.8341042313189746,0.04745421134985963,0.04745421134985963,0.04745421134985963,-1.8815584426688343,-1.8815584426688343,-1.8815584426688343,0.0,0.0,0.0,31.910508867923348
2018-03-19,33.82571182751786,28.264106791025668,35.094452671982616,33.82571182751786,33.82571182751786,-2.1581008709925116,-2.1581008709925116,-2.1581008709925116,-0.20046314737307927,-0.20046314737307927,-0.20046314737307927,-1.9576377236194322,-1.9576377236194322,-1.9576377236194322,0.0,0.0,0.0,31.667610956525344
2018-03-20,33.9068105557934,28.52752218714926,34.98891719058463,33.9068105557934,33.9068105557934,-2.1527969597073615,-2.1527969597073615,-2.1527969597073615,-0.1231834440716644,-0.1231834440716644,-0.1231834440716644,-2.029613515635697,-2.029613515635697,-2.029613515635697,0.0,0.0,0.0,31.754013596086036
2018-03-21,33.98790928406894,28.818733992866704,35.22925573001248,33.98790928406894,33.98790928406894,-2.0860034805998744,-2.0860034805998744,-2.0860034805998744,0.010895444001108126,0.010895444001108126,0.010895444001108126,-2.0968989246009824,-2.0968989246009824,-2.0968989246009824,0.0,0.0,0.0,31.901905803469067
2018-03-22,34.069008012344476,28.540100641933744,35.12852188503498,34.069008012344476,34.069008012344476,-1.9872178817073296,-1.9872178817073296,-1.9872178817073296,0.17181925826152897,0.17181925826152897,0.17181925826152897,-2.1590371399688584,-2.1590371399688584,-2.1590371399688584,0.0,0.0,0.0,32.081790130637145
2018-03-23,34.15010674062002,28.863131083233935,35.46758505662319,34.15010674062002,34.15010674062002,-2.054765393237658,-2.054765393237658,-2.054765393237658,0.1609449319938552,0.1609449319938552,0.1609449319938552,-2.2157103252315133,-2.2157103252315133,-2.2157103252315133,0.0,0.0,0.0,32.09534134738236
2018-03-24,34.23120546889555,28.55395671175695,35.16544436316684,34.23120546889555,34.23120546889555,-2.334211988903861,-2.334211988903861,-2.334211988903861,-0.06746725416120909,-0.06746725416120909,-0.06746725416120909,-2.2667447347426517,-2.2667447347426517,-2.2667447347426517,0.0,0.0,0.0,31.896993479991693
2018-03-25,34.312304197171095,28.89318059380736,35.38145713626187,34.312304197171095,34.312304197171095,-2.2646577519409012,-2.2646577519409012,-2.2646577519409012,0.04745421134983176,0.04745421134983176,0.04745421134983176,-2.3121119632907328,-2.3121119632907328,-2.3121119632907328,0.0,0.0,0.0,32.04764644523019
2018-03-26,34.39340292544663,28.556748891837078,35.09692815285497,34.39340292544663,34.39340292544663,-2.5523894873079223,-2.5523894873079223,-2.5523894873079223,-0.20046314737336818,-0.20046314737336818,-0.20046314737336818,-2.3519263399345536,-2.3519263399345536,-2.3519263399345536,0.0,0.0,0.0,31.841013438138706
2018-03-27,34.47450165372217,28.40311453989915,35.19283404418353,34.47450165372217,34.47450165372217,-2.5096220254984,-2.5096220254984,-2.5096220254984,-0.12318344407170438,-0.12318344407170438,-0.12318344407170438,-2.3864385814266957,-2.3864385814266957,-2.3864385814266957,0.0,0.0,0.0,31.96487962822377
2018-03-28,34.555600381997714,28.829870693256403,35.828969636385,34.555600381997714,34.555600381997714,-2.405130476195169,-2.405130476195169,-2.405130476195169,0.010895444000911783,0.010895444000911783,0.010895444000911783,-2.4160259201960805,-2.4160259201960805,-2.4160259201960805,0.0,0.0,0.0,32.150469905802545
2018-03-29,34.636699110273256,28.90472461465907,35.63571339333226,34.636699110273256,34.636699110273256,-2.2693597563871433,-2.2693597563871433,-2.2693597563871433,0.1718192582608122,0.1718192582608122,0.1718192582608122,-2.4411790146479553,-2.4411790146479553,-2.4411790146479553,0.0,0.0,0.0,32.36733935388611
2018-03-30,34.71779783854879,29.038608194991912,35.74471023657214,34.71779783854879,34.71779783854879,-2.301541100964266,-2.301541100964266,-2.301541100964266,0.16094493199457152,0.16094493199457152,0.16094493199457152,-2.4624860329588376,-2.4624860329588376,-2.4624860329588376,0.0,0.0,0.0,32.416256737584526
